Week #,Starting Date,Total Value,Num Datapoints,Average Value
254,11/9/2014,12.3226086,7,1.760372657
255,11/16/2014,57.92133733,7,8.274476761
256,11/23/2014,37.37850077,7,5.339785825
257,11/30/2014,118.3747447,7,16.91067781
258,12/7/2014,173.325943,7,24.76084899
259,12/14/2014,120.2482557,7,17.17832224
260,12/21/2014,8.366939878,7,1.195277125
261,12/28/2014,0.2049349344,7,0.0292764192
262,1/4/2015,0.0001693536226,7,0.00002419337466
263,1/11/2015,15.76832983,7,2.252618547
264,1/18/2015,6.514624429,7,0.9306606327
265,1/25/2015,0.004101648556,7,0.0005859497937
266,2/1/2015,132.521681,7,18.93166872
267,2/8/2015,46.92503566,7,6.703576523
268,2/15/2015,0,7,0
269,2/22/2015,2.277700412,7,0.3253857731
270,3/1/2015,0.01960904452,7,0.002801292074
271,3/8/2015,8.373144788,7,1.196163541
272,3/15/2015,8.141850014,7,1.163121431
273,3/22/2015,17.41703321,7,2.488147602
274,3/29/2015,1.034376747,7,0.1477681067
275,4/5/2015,36.63814881,7,5.234021258
276,4/12/2015,0.2028900257,7,0.02898428939
277,4/19/2015,7.981160506,7,1.140165787
278,4/26/2015,0.3638690015,7,0.05198128592
279,5/3/2015,0.03488392053,7,0.004983417218
280,5/10/2015,18.21706401,7,2.602437715
281,5/17/2015,16.11863162,7,2.302661661
282,5/24/2015,1.005490314,7,0.1436414734
283,5/31/2015,5.706326001,7,0.8151894287
284,6/7/2015,4.018492063,7,0.5740702947
285,6/14/2015,0,7,0
286,6/21/2015,0.01434604735,7,0.002049435335
287,6/28/2015,0.9056644602,7,0.1293806372
288,7/5/2015,12.15287171,7,1.73612453
289,7/12/2015,0.1786203735,7,0.02551719621
290,7/19/2015,0.5921104143,7,0.08458720205
291,7/26/2015,0.188133239,7,0.026876177
292,8/2/2015,0.1144751182,7,0.01635358832
293,8/9/2015,0,7,0
294,8/16/2015,0,7,0
295,8/23/2015,0.8009810363,7,0.1144258623
296,8/30/2015,0.01322745047,7,0.001889635782
297,9/6/2015,0,7,0
298,9/13/2015,19.33903303,7,2.762719005
299,9/20/2015,0,7,0
300,9/27/2015,2.606472641,7,0.3723532344
301,10/4/2015,0,7,0
302,10/11/2015,11.57858388,7,1.654083412
303,10/18/2015,2.745088639,7,0.3921555198
304,10/25/2015,6.643336774,7,0.9490481106
305,11/1/2015,7.139414066,7,1.019916295
306,11/8/2015,29.72184686,7,4.245978123
307,11/15/2015,17.3128938,7,2.473270542
308,11/22/2015,9.681137712,7,1.383019673
309,11/29/2015,50.45245375,7,7.207493393
310,12/6/2015,102.1454776,7,14.59221108
311,12/13/2015,62.9422403,7,8.991748614
312,12/20/2015,74.36310628,7,10.6233009
313,12/27/2015,2.495707014,7,0.3565295735
314,1/3/2016,87.51362641,7,12.50194663
315,1/10/2016,95.13455887,7,13.59065127
316,1/17/2016,171.58734,7,24.51247714
317,1/24/2016,63.6816704,7,9.097381485
318,1/31/2016,6.283538439,7,0.8976483484
319,2/7/2016,0.00004242385491,7,0.000006060550701
320,2/14/2016,51.27575109,7,7.325107299
321,2/21/2016,3.341179807,7,0.477311401
322,2/28/2016,93.59730936,7,13.37104419
323,3/6/2016,159.3154841,7,22.75935488
324,3/13/2016,36.32420557,7,5.189172224
325,3/20/2016,42.63276093,7,6.090394419
326,3/27/2016,0.1844863291,7,0.02635518987
327,4/3/2016,5.187178059,7,0.741025437
328,4/10/2016,16.28364025,7,2.326234322
329,4/17/2016,27.76168021,7,3.965954316
330,4/24/2016,1.982838977,7,0.283262711
331,5/1/2016,25.18079014,7,3.597255734
332,5/8/2016,1.863673744,7,0.2662391063
333,5/15/2016,24.98944647,7,3.569920924
334,5/22/2016,7.745114454,7,1.106444922
335,5/29/2016,0.03385484014,7,0.004836405734
336,6/5/2016,0.5249056037,7,0.07498651482
337,6/12/2016,41.78410217,7,5.969157453
338,6/19/2016,0,7,0
339,6/26/2016,0,7,0
340,7/3/2016,0.2348870639,7,0.03355529485
341,7/10/2016,0.0005621758188,7,0.00008031083126
342,7/17/2016,0,7,0
343,7/24/2016,0,7,0
344,7/31/2016,0.0006687921592,7,0.00009554173702
345,8/7/2016,0,7,0
346,8/14/2016,0.6574900049,7,0.09392714355
347,8/21/2016,0.01712947543,7,0.002447067919
348,8/28/2016,0.01866764003,7,0.002666805719
349,9/4/2016,0,7,0
350,9/11/2016,0.01828437163,7,0.00261205309
351,9/18/2016,0.04181041974,7,0.005972917106
352,9/25/2016,0.205486414,7,0.029355202
353,10/2/2016,9.698369288,7,1.385481327
354,10/9/2016,84.89781615,7,12.12825945
355,10/16/2016,28.8635389,7,4.1233627
356,10/23/2016,138.2323547,7,19.74747924
357,10/30/2016,55.71899137,7,7.959855909
358,11/6/2016,6.973738438,7,0.9962483483
359,11/13/2016,61.64408524,7,8.806297891
360,11/20/2016,70.17990251,7,10.02570036
361,11/27/2016,8.545333975,7,1.220761996
362,12/4/2016,85.56403008,7,12.22343287
363,12/11/2016,121.1129141,7,17.30184487
364,12/18/2016,37.2541965,7,5.322028072
365,12/25/2016,0.1589889327,7,0.02271270467
366,1/1/2017,114.9076978,7,16.41538539
367,1/8/2017,136.2298968,7,19.46141382
368,1/15/2017,147.4526718,7,21.0646674
369,1/22/2017,23.97024096,7,3.424320137
370,1/29/2017,62.99661663,7,8.999516661
371,2/5/2017,169.0004778,7,24.14292539
372,2/12/2017,67.21599137,7,9.602284482
373,2/19/2017,78.63575426,7,11.23367918
374,2/26/2017,20.95822104,7,2.994031578
375,3/5/2017,14.87875059,7,2.125535798
376,3/12/2017,16.02222064,7,2.288888664
377,3/19/2017,103.8220342,7,14.83171918
378,3/26/2017,22.06102062,7,3.151574375
379,4/2/2017,81.60412755,7,11.65773251
380,4/9/2017,51.88645674,7,7.412350963
381,4/16/2017,48.18971561,7,6.884245087
382,4/23/2017,11.11590195,7,1.587985992
383,4/30/2017,0.1055467899,7,0.01507811285
384,5/7/2017,1.511783031,7,0.2159690044
385,5/14/2017,2.801704675,7,0.4002435251
386,5/21/2017,0,7,0
387,5/28/2017,8.477566916,7,1.211080988
388,6/4/2017,20.67751167,7,2.953930238
